pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,1,19,2,4,2,6,7.16,1745,26.00,1.80,0.00,0.00,27.80,2
2016,1,19,2,4,4,3,9.20,2767,35.00,1.80,0.00,7.36,44.16,1
2016,1,19,2,4,3,0,11.60,1938,35.50,1.80,5.54,0.00,42.84,2
2016,1,19,2,4,2,4,16.22,2913,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,4,4,2,16.57,3539,52.00,0.80,0.00,0.00,52.80,2
2016,1,19,2,4,4,2,15.30,3801,0.00,0.30,0.00,0.00,0.30,2
2016,1,19,2,4,4,2,17.02,3929,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,4,2,6,6.27,1409,22.00,1.80,0.00,0.00,23.80,2
2016,1,19,2,4,4,3,10.88,2463,36.00,1.80,5.54,8.67,52.01,1
2016,1,19,2,4,2,6,3.71,464,12.00,1.80,0.00,0.00,13.80,1
2016,1,19,2,4,2,4,18.30,2530,52.00,0.80,5.54,6.00,64.34,1
2016,1,19,2,4,4,3,10.79,2018,33.00,1.80,5.54,4.00,44.34,1
2016,1,19,2,4,4,3,10.00,1877,30.50,1.80,5.54,7.57,45.41,1
2016,1,19,2,4,2,4,18.25,3686,52.00,0.80,5.54,7.00,65.34,1
2016,1,19,2,4,2,6,3.20,438,11.00,1.80,0.00,0.00,12.80,2
2016,1,19,2,4,4,3,8.70,1779,27.50,1.80,5.54,5.00,39.84,1
2016,1,19,2,4,4,3,12.40,2712,40.50,1.80,0.00,0.00,42.30,2
2016,1,19,2,4,4,3,8.61,1416,25.00,1.80,5.54,5.00,37.34,1
2016,1,19,2,4,2,4,20.52,3586,52.00,0.80,5.54,14.58,72.92,1
2016,1,19,2,4,3,4,8.28,1548,27.00,1.80,5.54,6.87,41.21,1
2016,1,19,2,4,2,4,18.68,3484,52.00,0.80,0.00,10.56,63.36,1
2016,1,19,2,4,3,4,9.50,1796,29.00,1.80,5.54,6.00,42.34,1
2016,1,19,2,4,2,4,17.04,3452,52.00,0.80,0.00,0.00,52.80,2
2016,1,19,2,4,3,4,11.00,2100,34.00,1.80,5.54,10.30,51.64,1
2016,1,19,2,4,2,4,17.48,3121,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,4,3,6,2.64,923,12.00,1.80,0.00,0.00,13.80,2
2016,1,19,2,4,2,4,15.97,3330,52.00,0.80,0.00,6.00,58.80,1
2016,1,19,2,4,3,4,11.25,2849,40.00,1.80,5.54,5.00,52.34,1
2016,1,19,2,4,3,1,8.09,1678,28.00,1.80,0.00,5.96,35.76,1
2016,1,19,2,4,3,4,9.10,1486,28.50,1.80,5.54,7.15,42.99,1
2016,1,19,2,4,4,2,21.66,3457,52.00,0.80,5.54,0.00,58.34,1
2016,1,19,2,4,1,2,13.10,3252,47.50,1.80,0.00,7.00,56.30,1
2016,1,19,2,4,3,1,7.22,1179,23.00,1.80,0.00,4.96,29.76,1
2016,1,19,2,4,4,2,18.20,4074,52.00,0.80,5.54,11.65,69.99,1
2016,1,19,2,4,3,4,10.18,2039,34.00,1.80,5.54,3.00,44.34,1
2016,1,19,2,4,3,4,9.52,1787,31.00,1.80,5.54,0.00,38.34,1
2016,1,19,2,4,3,1,15.70,4218,54.00,1.80,0.00,16.70,72.50,1
2016,1,19,2,4,2,4,19.59,3314,52.00,0.80,5.54,0.00,58.34,1
2016,1,19,2,4,3,1,11.60,2738,39.50,1.80,0.00,8.26,49.56,1
2016,1,19,2,4,3,4,7.88,1361,24.50,1.80,5.54,6.37,38.21,1
2016,1,19,2,4,3,4,12.73,3749,48.50,1.80,0.00,5.00,55.30,1
2016,1,19,2,4,3,4,10.59,1944,32.50,1.80,5.54,7.97,47.81,1
2016,1,19,2,4,3,6,2.40,622,10.00,1.80,0.00,0.00,11.80,1
2016,1,19,2,4,2,4,16.80,3119,52.00,0.80,0.00,7.70,60.50,1
2016,1,19,2,4,3,4,10.30,1734,32.50,1.80,5.54,7.95,47.79,1
2016,1,19,2,4,3,1,9.20,1623,29.00,1.30,0.00,0.00,30.30,2
2016,1,19,2,4,3,4,8.60,1504,28.00,1.80,5.54,5.00,40.34,1
2016,1,19,2,4,4,3,8.20,1735,27.50,1.80,0.00,4.00,33.30,1
2016,1,19,2,4,4,3,10.00,1531,29.50,1.80,5.54,7.35,44.19,1
2016,1,19,2,4,3,4,9.29,1561,29.50,1.80,5.54,7.37,44.21,1
2016,1,19,2,4,3,1,10.90,2647,37.50,1.80,0.00,5.00,44.30,1
2016,1,19,2,4,4,2,16.62,2605,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,4,2,4,20.12,3005,52.00,0.80,5.54,8.00,66.34,1
2016,1,19,2,4,3,4,11.11,1528,33.00,1.80,5.54,0.00,40.34,2
2016,1,19,2,4,3,1,8.53,1701,27.50,1.80,0.00,0.00,29.30,2
2016,1,19,2,4,3,6,2.63,685,11.00,1.80,0.00,2.00,14.80,1
2016,1,19,2,4,2,1,13.39,3154,44.50,1.80,0.00,9.26,55.56,1
2016,1,19,2,4,2,6,9.75,1738,30.00,1.80,0.00,7.95,39.75,1
2016,1,19,2,4,3,4,9.50,1520,29.50,1.80,5.54,7.35,44.19,1
2016,1,19,2,4,3,4,8.70,936,25.00,1.80,5.54,6.45,38.79,1
2016,1,19,2,4,3,4,9.50,1186,28.00,1.80,5.54,7.05,42.39,1
2016,1,19,2,4,2,4,17.78,2440,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,4,3,4,9.39,1555,29.50,1.80,5.54,7.37,44.21,1
2016,1,19,2,4,3,4,10.08,2054,35.00,1.80,5.54,8.47,50.81,1
2016,1,19,2,4,2,1,14.00,1572,39.00,1.80,0.00,0.00,40.80,2
2016,1,19,2,4,2,7,36.60,3166,95.50,1.80,11.08,0.00,108.38,2
2016,1,19,2,4,2,6,8.60,1602,27.00,1.80,0.00,5.00,33.80,1
2016,1,19,2,4,3,6,11.84,1652,34.00,1.80,0.00,7.16,42.96,1
2016,1,19,2,4,3,6,7.40,1565,25.00,1.80,0.00,0.00,26.80,2
2016,1,19,2,4,2,4,16.90,2064,52.00,0.80,5.54,0.00,58.34,2
2016,1,19,2,4,3,4,8.60,1195,25.50,1.80,5.54,0.00,32.84,2
2016,1,19,2,4,2,4,17.00,2059,52.00,0.80,5.54,5.66,64.00,1
2016,1,19,2,4,2,4,18.98,3070,52.00,0.80,0.00,13.20,66.00,1
2016,1,19,2,4,2,4,19.50,2353,52.00,0.80,5.54,7.00,65.34,1
2016,1,19,2,4,2,4,17.40,1928,52.00,0.80,5.54,11.65,69.99,1
2016,1,19,2,4,2,4,17.00,2215,52.00,0.80,5.54,11.65,69.99,1
2016,1,19,2,4,2,6,12.40,1795,36.00,1.80,0.00,0.00,37.80,2
2016,1,19,2,4,2,4,18.71,3132,52.00,0.80,5.54,17.50,75.84,1
2016,1,19,2,4,3,6,8.80,1295,26.00,1.80,0.00,0.00,27.80,2
2016,1,19,2,4,2,4,16.95,2158,52.00,0.80,5.54,14.58,72.92,1
2016,1,19,2,4,3,4,8.50,1084,25.50,1.80,5.54,0.00,32.84,2
2016,1,19,2,4,2,1,17.01,2475,48.50,1.80,0.00,10.06,60.36,1
2016,1,19,2,4,3,1,13.87,1780,39.50,1.80,0.00,8.26,49.56,1
2016,1,19,2,4,3,1,12.29,1416,35.00,1.80,0.00,0.00,36.80,1
2016,1,19,2,4,2,4,18.10,2697,52.00,0.80,5.54,11.66,70.00,1
2016,1,19,2,4,4,2,17.40,2075,52.00,0.80,5.54,0.00,58.34,2
2016,1,19,2,4,3,4,10.90,1394,32.00,1.80,5.54,7.85,47.19,1
2016,1,19,2,4,3,4,8.60,1295,26.50,1.80,5.54,5.00,38.84,1
2016,1,19,2,4,3,4,10.44,1091,29.00,1.80,5.54,7.27,43.61,1
2016,1,19,2,5,3,4,12.10,1226,35.00,1.30,0.00,7.25,43.55,1
2016,1,19,2,5,3,4,11.10,1442,33.00,1.30,0.00,6.86,41.16,1
2016,1,19,2,5,3,4,8.40,1268,26.50,1.30,5.54,0.00,33.34,2
2016,1,19,2,5,3,1,12.11,1411,35.00,1.30,0.00,0.00,36.30,2
2016,1,19,2,5,3,1,10.54,1431,31.50,1.30,0.00,6.56,39.36,1
2016,1,19,2,5,2,4,18.30,2701,52.00,0.80,5.54,11.65,69.99,1
2016,1,19,2,5,3,4,9.40,1570,30.00,1.30,5.54,7.37,44.21,1
2016,1,19,2,5,3,6,1.80,408,7.50,1.30,0.00,0.00,8.80,2
2016,1,19,2,5,3,4,6.90,906,20.00,1.30,5.54,5.36,32.20,1
2016,1,19,2,5,3,1,9.00,1066,26.50,1.30,0.00,0.00,27.80,2
2016,1,19,2,5,2,4,20.43,2336,52.00,0.80,5.54,0.00,58.34,1
2016,1,19,2,5,3,4,8.95,1110,27.00,1.30,5.54,0.00,33.84,2
2016,1,19,2,5,3,4,10.50,1638,32.50,1.30,5.54,7.86,47.20,1
2016,1,19,2,5,4,2,16.30,1891,52.00,0.80,0.00,0.00,52.80,2
2016,1,19,2,5,2,4,20.33,2564,52.00,0.80,0.00,10.56,63.36,1
2016,1,19,2,5,2,4,21.91,2458,52.00,0.80,5.54,0.00,58.34,2
2016,1,19,2,5,2,4,17.17,1483,52.00,0.80,5.54,8.00,66.34,1
2016,1,19,2,5,2,4,19.10,2183,52.00,0.80,5.54,0.00,58.34,2
2016,1,19,2,5,3,4,12.22,1489,34.50,1.30,5.54,8.27,49.61,1
2016,1,19,2,5,2,4,17.42,1904,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,3,4,8.20,864,23.50,1.30,5.54,6.05,36.39,1
2016,1,19,2,5,2,4,16.50,1717,52.00,0.80,5.54,7.00,65.34,1
2016,1,19,2,5,2,4,21.08,1997,52.00,0.80,0.00,0.00,52.80,1
2016,1,19,2,5,3,4,10.00,1243,29.00,1.30,5.54,7.16,43.00,1
2016,1,19,2,5,3,4,8.43,981,24.50,1.30,5.54,6.27,37.61,1
2016,1,19,2,5,3,4,10.50,1326,30.50,1.30,0.00,3.00,34.80,1
2016,1,19,2,5,2,4,18.46,1674,52.00,0.80,5.54,8.75,67.09,1
2016,1,19,2,5,2,6,6.20,789,19.00,1.30,0.00,6.05,26.35,1
2016,1,19,2,5,3,4,9.00,1093,26.50,1.30,5.54,5.00,38.34,1
2016,1,19,2,5,3,4,8.00,759,22.50,1.30,5.54,5.87,35.21,1
2016,1,19,2,5,3,4,9.31,1514,28.50,1.30,5.54,4.66,40.00,1
2016,1,19,2,5,3,4,11.11,1822,34.50,1.30,0.00,5.00,40.80,1
2016,1,19,2,5,2,2,0.03,21,2.50,1.30,0.00,0.00,3.80,2
2016,1,19,2,5,3,1,7.44,1042,23.00,1.30,0.00,3.00,27.30,1
2016,1,19,2,5,3,4,9.64,1189,28.00,1.30,5.54,6.97,41.81,1
2016,1,19,2,5,3,4,10.85,1463,31.50,1.30,5.54,7.67,46.01,1
2016,1,19,2,5,3,1,9.40,1554,29.50,1.30,0.00,6.15,36.95,1
2016,1,19,2,5,2,4,17.90,2316,52.00,0.80,0.00,8.00,60.80,1
2016,1,19,2,5,3,4,8.80,1074,26.00,1.30,5.54,6.56,39.40,1
2016,1,19,2,5,2,4,19.41,1796,52.00,0.80,0.00,10.56,63.36,1
2016,1,19,2,5,2,4,18.63,2095,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,2,4,18.60,2294,52.00,0.80,5.54,10.00,68.34,1
2016,1,19,2,5,2,4,19.50,1670,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,3,4,9.90,1311,30.00,1.30,0.00,6.25,37.55,1
2016,1,19,2,5,2,6,11.69,1100,32.00,1.30,0.00,3.00,36.30,1
2016,1,19,2,5,2,2,0.06,20,20.00,0.80,0.00,0.00,20.80,2
2016,1,19,2,5,3,1,11.80,1139,33.00,1.30,0.00,0.00,34.30,2
2016,1,19,2,5,3,1,13.18,1744,38.00,1.30,0.00,0.00,39.30,2
2016,1,19,2,5,3,1,11.60,1915,36.00,1.30,0.00,0.00,37.30,2
2016,1,19,2,5,2,4,17.60,1813,52.00,0.80,5.54,17.50,75.84,1
2016,1,19,2,5,3,4,8.45,1003,24.50,1.30,5.54,6.27,37.61,1
2016,1,19,2,5,2,1,16.93,1435,45.50,1.30,0.00,9.36,56.16,1
2016,1,19,2,5,3,1,8.31,1403,26.50,1.30,0.00,5.00,32.80,1
2016,1,19,2,5,2,4,19.07,1790,52.00,0.80,0.00,13.20,66.00,1
2016,1,19,2,5,3,4,12.10,1537,34.00,1.30,5.54,5.00,45.84,1
2016,1,19,2,5,3,4,8.50,842,24.00,1.30,5.54,6.17,37.01,1
2016,1,19,2,5,2,4,21.40,2165,52.00,0.80,5.54,11.65,69.99,1
2016,1,19,2,5,3,6,8.56,1232,25.00,1.30,0.00,0.00,26.30,2
2016,1,19,2,5,3,4,10.50,1478,32.00,1.30,5.54,0.00,38.84,2
2016,1,19,2,5,3,4,9.10,1105,27.00,1.30,5.54,6.75,40.59,1
2016,1,19,2,5,2,1,16.72,1395,45.00,1.30,0.00,9.26,55.56,1
2016,1,19,2,5,2,4,20.78,2083,52.00,0.80,5.54,10.00,68.34,1
2016,1,19,2,5,3,6,7.85,1218,25.50,1.30,0.00,3.00,29.80,1
2016,1,19,2,5,2,4,17.51,1530,52.00,0.80,5.54,12.00,70.34,1
2016,1,19,2,5,2,6,3.50,554,13.00,1.30,0.00,0.00,14.30,2
2016,1,19,2,5,3,4,9.64,1052,27.50,1.30,5.54,6.87,41.21,1
2016,1,19,2,5,2,1,16.70,1515,45.00,1.30,0.00,9.25,55.55,1
2016,1,19,2,5,2,4,19.63,1779,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,2,4,18.57,2139,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,3,4,10.07,1403,30.00,1.30,5.54,7.37,44.21,1
2016,1,19,2,5,3,6,2.74,723,12.00,1.30,0.00,0.00,13.30,1
2016,1,19,2,5,3,4,10.40,1074,29.50,1.30,5.54,7.25,43.59,1
2016,1,19,2,5,2,4,16.50,1371,52.00,0.80,0.00,7.00,59.80,1
2016,1,19,2,5,3,4,8.90,780,25.00,1.30,0.00,6.55,32.85,1
2016,1,19,2,5,2,4,19.49,1945,52.00,0.80,5.54,11.67,70.01,1
2016,1,19,2,5,3,4,13.15,1334,36.50,1.30,5.54,6.00,49.34,1
2016,1,19,2,5,3,6,8.70,969,25.50,1.30,0.00,0.07,26.87,1
2016,1,19,2,5,3,4,8.80,1010,25.50,1.30,5.54,0.00,32.34,2
2016,1,19,2,5,3,6,2.90,570,11.00,1.30,0.00,0.00,12.30,2
2016,1,19,2,5,3,4,9.66,1345,29.50,1.30,5.54,0.00,36.34,2
2016,1,19,2,5,3,4,11.85,1617,34.50,1.30,0.00,0.00,35.80,2
2016,1,19,2,5,3,4,9.10,1309,27.00,1.30,0.00,5.66,33.96,1
2016,1,19,2,5,3,4,9.93,1642,31.50,1.30,5.54,0.00,38.34,2
2016,1,19,2,5,3,6,4.60,676,15.00,1.30,0.00,3.25,19.55,1
2016,1,19,2,5,3,4,9.75,1424,29.50,1.30,5.54,7.27,43.61,1
2016,1,19,2,5,3,4,11.53,1408,33.00,1.30,5.54,7.97,47.81,1
2016,1,19,2,5,2,4,19.40,1822,52.00,0.80,5.54,10.00,68.34,1
2016,1,19,2,5,3,4,11.28,1579,34.00,1.30,0.00,4.70,40.00,1
2016,1,20,3,0,3,1,11.47,1249,32.50,1.30,0.00,5.50,39.30,1
2016,1,20,3,0,3,4,9.40,1215,28.00,0.80,5.54,0.00,34.34,2
2016,1,20,3,0,3,4,9.10,1230,26.50,1.30,5.54,0.00,33.34,2
2016,1,20,3,0,3,1,11.80,1103,32.50,1.30,0.00,8.45,42.25,1
2016,1,20,3,0,3,1,6.39,745,19.50,1.30,0.00,2.50,23.30,1
2016,1,20,3,0,2,6,14.50,1373,40.00,1.30,0.00,8.25,49.55,1
2016,1,20,3,0,3,1,6.86,796,20.50,1.30,0.00,4.00,25.80,1
2016,1,20,3,0,3,4,11.30,910,31.00,1.30,5.54,11.35,49.19,1
2016,1,20,3,0,3,6,2.30,435,9.50,1.30,0.00,1.00,11.80,1
2016,1,20,3,0,2,6,14.60,1252,39.50,1.30,0.00,5.00,45.80,1
2016,1,20,3,0,2,1,20.90,1545,55.00,1.30,0.00,10.00,66.30,1
2016,1,20,3,0,3,4,8.87,1223,27.00,1.30,5.54,0.00,33.84,2
2016,1,20,3,0,3,6,4.34,515,13.50,1.30,0.00,0.00,14.80,2
2016,1,20,3,0,3,4,9.54,1126,28.00,1.30,5.54,0.00,34.84,2
2016,1,20,3,0,2,4,22.50,2129,52.00,0.80,5.54,8.00,66.34,1
2016,1,20,3,0,2,1,14.42,2301,42.50,1.30,0.00,10.95,54.75,1
2016,1,20,3,0,3,1,10.64,1067,30.50,1.30,0.00,0.00,31.80,2
2016,1,20,3,0,3,4,10.80,1056,30.50,1.30,0.00,0.00,31.80,2
2016,1,20,3,0,3,4,10.50,1725,32.00,1.30,0.00,8.00,41.30,1
2016,1,20,3,0,2,6,14.30,1327,40.00,1.30,0.00,4.00,45.30,1
2016,1,20,3,0,2,6,4.10,470,13.00,1.30,0.00,4.25,18.55,1
2016,1,20,3,1,4,3,9.22,1000,26.50,1.30,5.54,0.00,33.34,2
2016,1,20,3,1,4,3,12.48,1361,35.00,1.30,5.54,8.37,50.21,1
2016,1,20,3,1,4,3,11.04,1297,32.50,1.30,0.00,0.00,33.80,2
2016,1,20,3,1,4,3,11.40,1222,32.50,1.30,5.54,5.00,44.34,1
2016,1,20,3,1,4,3,9.02,977,26.00,1.30,5.54,8.21,41.05,1
2016,1,20,3,1,4,3,8.44,803,24.00,1.30,5.54,6.17,37.01,1
2016,1,20,3,1,4,2,16.82,1697,52.00,0.80,5.54,14.58,72.92,1
2016,1,20,3,1,4,3,9.20,869,26.50,1.30,5.54,10.00,43.34,1
2016,1,20,3,1,4,3,8.30,926,24.50,1.30,5.54,6.27,37.61,1
2016,1,20,3,1,4,3,10.92,1405,33.00,1.30,5.54,0.00,39.84,1
2016,1,20,3,1,4,3,9.94,1086,29.00,1.30,5.54,7.17,43.01,1
2016,1,20,3,1,4,3,8.90,977,26.00,1.30,5.54,6.55,39.39,1
2016,1,20,3,1,4,3,12.40,1483,36.00,1.30,5.54,2.00,44.84,1
2016,1,20,3,1,4,3,8.51,1117,25.50,1.30,5.54,8.08,40.42,1
2016,1,20,3,1,4,3,9.40,1035,27.50,1.30,5.54,10.30,44.64,1
2016,1,20,3,1,4,3,11.20,1478,32.50,1.30,0.00,5.00,38.80,1
2016,1,20,3,1,4,2,19.00,1492,52.00,0.80,5.54,5.00,63.34,1
2016,1,20,3,1,2,4,21.21,2060,52.00,0.80,5.54,11.67,70.01,1
2016,1,20,3,1,4,2,16.40,1630,52.00,0.80,5.54,0.00,58.34,2
2016,1,20,3,1,4,3,9.00,981,26.50,1.30,5.54,6.65,39.99,1
2016,1,20,3,1,2,1,14.96,1719,42.00,1.30,0.00,5.00,48.30,1
2016,1,20,3,1,2,4,18.30,1931,52.00,0.80,5.54,11.65,69.99,1
2016,1,20,3,1,2,1,16.17,2759,46.50,1.30,0.00,4.00,51.80,1
2016,1,20,3,1,4,2,22.10,2081,52.00,0.80,5.54,17.50,75.84,1
2016,1,20,3,1,4,3,8.70,1209,26.50,0.80,5.54,6.55,39.39,1
2016,1,20,3,1,4,3,7.30,1344,24.00,0.80,0.00,4.96,29.76,1
2016,1,20,3,1,4,3,12.20,2156,38.50,0.80,5.54,0.00,44.84,2
2016,1,20,3,1,6,2,16.11,1621,52.00,0.80,5.54,0.00,58.34,1
2016,1,20,3,1,4,3,9.80,1425,29.00,0.80,5.54,4.00,39.34,1
2016,1,20,3,1,1,2,20.85,2633,58.00,0.80,0.00,5.00,63.80,1
2016,1,20,3,1,4,3,9.20,1746,30.50,0.80,11.29,8.50,51.09,1
2016,1,20,3,1,4,2,16.40,2318,52.00,0.80,5.54,11.65,69.99,1
2016,1,20,3,1,4,3,9.75,2063,33.50,0.80,5.54,7.97,47.81,1
2016,1,20,3,1,4,3,9.00,1007,26.00,0.80,5.54,6.46,38.80,1
2016,1,20,3,1,4,3,9.61,2185,34.00,0.80,5.54,8.07,48.41,1
2016,1,20,3,1,4,3,9.50,1005,26.50,0.80,5.54,6.55,39.39,1
2016,1,20,3,1,4,3,15.24,1349,40.50,0.80,5.54,9.37,56.21,1
2016,1,20,3,1,4,2,16.96,2916,52.00,0.80,5.54,0.00,58.34,1
2016,1,20,3,1,2,1,19.30,4231,64.00,0.80,0.00,10.00,74.80,1
2016,1,20,3,1,4,3,10.34,2334,35.50,0.80,5.54,6.28,48.12,1
2016,1,20,3,1,3,4,9.70,1845,30.50,0.80,5.54,7.35,44.19,1
2016,1,20,3,1,4,3,9.46,2373,35.00,0.80,5.54,8.27,49.61,1
2016,1,20,3,1,4,3,11.40,1551,33.50,0.80,5.54,7.95,47.79,1
2016,1,20,3,1,3,4,13.04,2499,40.00,0.80,0.00,0.00,40.80,2
2016,1,20,3,1,4,3,11.40,1765,34.50,0.80,5.54,0.00,40.84,2
2016,1,20,3,1,4,3,11.61,1495,33.00,0.80,5.54,9.84,49.18,1
2016,1,20,3,1,2,6,8.00,2522,33.50,0.80,0.00,7.80,42.10,1
2016,1,20,3,1,3,4,8.26,1846,27.50,0.80,5.54,6.77,40.61,1
2016,1,20,3,1,3,4,12.26,1845,35.50,0.80,5.54,10.46,52.30,1
2016,1,20,3,1,4,2,21.91,2395,52.00,0.80,5.54,14.58,72.92,1
2016,1,20,3,1,4,3,10.90,1497,32.00,0.80,5.54,11.50,49.84,1
2016,1,20,3,1,4,3,11.10,1611,33.00,0.80,5.54,9.80,49.14,1
2016,1,20,3,1,4,3,11.40,1905,35.50,0.80,5.54,8.37,50.21,1
2016,1,20,3,1,4,3,15.62,2096,43.50,0.80,5.54,8.00,57.84,1
2016,1,20,3,1,3,4,12.35,2123,38.00,0.80,5.54,13.30,57.64,1
2016,1,20,3,1,3,1,10.08,2260,33.00,0.80,0.00,6.76,40.56,1
2016,1,20,3,1,2,6,8.80,2080,30.00,0.80,0.00,0.00,30.80,2
2016,1,20,3,1,4,2,17.07,5768,52.00,0.80,0.00,10.00,62.80,1
2016,1,20,3,1,3,4,12.62,3046,44.50,0.80,5.54,10.17,61.01,1
2016,1,20,3,1,2,6,20.30,2675,57.00,0.80,0.00,0.00,57.80,2
2016,1,20,3,1,4,2,17.60,4700,52.00,0.80,5.54,15.00,73.34,1
2016,1,20,3,1,3,1,11.86,1941,36.00,0.80,0.00,3.20,40.00,1
2016,1,20,3,1,4,3,8.20,1926,30.00,0.80,5.54,9.09,45.43,1
2016,1,20,3,2,3,4,12.65,2472,39.50,0.80,5.54,9.17,55.01,1
2016,1,20,3,2,3,4,12.74,3631,45.50,0.80,5.54,12.96,64.80,1
2016,1,20,3,2,3,4,11.70,2929,41.00,0.80,5.54,8.00,55.34,1
2016,1,20,3,2,3,4,10.00,2011,31.00,0.80,5.54,7.45,44.79,1
2016,1,20,3,2,4,3,9.88,2956,38.50,0.80,5.54,8.97,53.81,1
2016,1,20,3,2,6,3,3.50,753,14.00,0.80,0.00,3.00,17.80,1
2016,1,20,3,2,4,3,11.70,2318,37.00,0.80,5.54,8.00,51.34,1
2016,1,20,3,2,3,4,8.51,2136,29.50,0.80,5.54,7.17,43.01,1
2016,1,20,3,2,1,2,13.40,2505,43.50,0.80,0.00,8.86,53.16,1
2016,1,20,3,2,3,4,14.64,2901,45.50,0.80,5.54,10.37,62.21,1
2016,1,20,3,2,4,3,10.20,1592,30.00,0.80,5.54,7.25,43.59,1
2016,1,20,3,2,2,4,21.09,3262,52.00,0.80,5.54,14.58,72.92,1
2016,1,20,3,2,3,4,8.20,1837,27.00,0.80,5.54,0.00,33.34,2
2016,1,20,3,2,2,4,21.06,3263,52.00,0.80,5.54,14.58,72.92,1
2016,1,20,3,2,4,3,17.48,5260,63.00,0.80,0.00,12.76,76.56,1
2016,1,20,3,2,3,6,2.53,687,10.50,0.80,0.00,2.82,14.12,1
2016,1,20,3,2,2,4,18.10,4027,52.00,0.80,5.54,0.00,58.34,2
2016,1,20,3,2,3,4,11.22,2326,35.50,0.80,5.54,5.00,46.84,1
2016,1,20,3,2,2,2,2.90,1169,14.50,0.80,0.00,0.00,15.30,2
2016,1,20,3,2,3,4,12.43,2809,43.50,0.80,5.54,9.97,59.81,1
2016,1,20,3,2,4,3,10.10,2915,39.00,0.80,0.00,10.00,49.80,1
2016,1,20,3,2,2,2,0.00,4,52.00,0.80,0.00,10.55,63.35,1
2016,1,20,3,2,3,4,12.49,2547,41.00,0.80,5.54,0.00,47.34,2
2016,1,20,3,2,4,3,14.75,4259,55.50,0.80,5.54,12.37,74.21,1
2016,1,20,3,2,3,0,13.50,2024,40.00,0.80,5.54,0.00,46.34,1
2016,1,20,3,2,2,6,11.01,1626,32.50,0.80,0.00,0.00,33.30,2
2016,1,20,3,2,3,4,13.55,3103,47.00,0.80,5.54,13.34,66.68,1
2016,1,20,3,2,3,4,9.10,2153,31.50,0.80,5.54,7.57,45.41,1
2016,1,20,3,2,4,2,14.81,4380,52.00,0.80,5.54,5.00,63.34,1
2016,1,20,3,2,2,0,18.16,2662,53.00,0.80,5.54,0.00,59.34,2
2016,1,20,3,2,2,4,17.21,2731,52.00,0.80,5.54,11.67,70.01,1
2016,1,20,3,2,2,4,18.31,2892,52.00,0.80,5.54,11.67,70.01,1
2016,1,20,3,2,4,2,21.30,2260,52.00,0.80,5.54,11.67,70.01,1
2016,1,20,3,2,3,4,9.10,51681,32.00,0.80,5.54,0.00,38.34,1
2016,1,20,3,2,4,3,8.30,1015,25.00,0.80,5.54,6.25,37.59,1
2016,1,20,3,2,2,1,14.64,2069,42.50,0.80,0.00,0.00,43.30,2
2016,1,20,3,2,3,4,15.28,3028,47.00,0.80,5.54,8.00,61.34,1
2016,1,20,3,2,4,2,16.20,3884,52.00,0.80,5.54,0.00,58.34,2
2016,1,20,3,2,3,4,11.05,2471,36.00,0.80,5.54,8.47,50.81,1
2016,1,20,3,2,4,3,12.17,2011,39.50,0.80,5.54,9.17,55.01,1
2016,1,20,3,2,3,3,12.30,14,45.00,0.30,0.00,9.05,54.35,1
2016,1,20,3,2,4,3,10.40,2541,37.50,0.80,5.54,8.75,52.59,1
2016,1,20,3,2,2,4,18.11,2966,52.00,0.80,5.54,8.00,66.34,1
2016,1,20,3,2,3,4,9.63,2075,32.50,0.80,5.54,7.77,46.61,1
2016,1,20,3,2,3,4,8.36,1721,28.00,0.80,5.54,3.50,37.84,1
2016,1,20,3,2,3,4,9.39,2463,35.00,0.80,5.54,0.00,41.34,1
2016,1,20,3,2,4,3,10.95,2870,40.50,0.80,5.54,14.05,60.89,1
2016,1,20,3,2,3,4,8.29,2290,31.50,0.80,5.54,7.57,45.41,1
2016,1,20,3,2,3,4,12.40,2529,42.50,0.80,5.54,9.75,58.59,1
2016,1,20,3,2,3,4,12.20,2621,38.00,0.80,0.00,5.00,43.80,1
2016,1,20,3,2,3,6,1.80,488,8.00,0.80,0.00,0.00,8.80,2
2016,1,20,3,2,3,4,9.00,2783,33.50,0.80,5.54,7.95,47.79,1
2016,1,20,3,2,2,2,0.60,305,5.00,0.80,0.00,1.16,6.96,1
2016,1,20,3,2,3,4,14.09,2991,45.00,0.80,5.54,10.27,61.61,1
2016,1,20,3,2,2,4,16.96,2605,52.00,0.80,5.54,11.67,70.01,1
