pickup_year,pickup_month,pickup_day,pickup_dayofweek,pickup_time,pickup_location_code,dropoff_location_code,trip_distance,trip_length,fare_amount,fees_amount,tolls_amount,tip_amount,total_amount,payment_type
2016,2,21,7,4,4,2,15.60,2317,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,4,2,18.01,2943,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,3,4,8.94,1253,26.00,0.80,5.54,5.40,37.74,1
2016,2,21,7,4,4,2,17.33,2784,52.00,0.80,5.54,14.58,72.92,1
2016,2,21,7,4,2,4,19.60,2312,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,4,2,14.60,2950,52.00,0.80,5.54,14.55,72.89,1
2016,2,21,7,4,4,3,9.52,1543,30.00,0.80,5.54,5.00,41.34,1
2016,2,21,7,4,3,1,11.90,2460,38.00,0.80,0.00,7.75,46.55,1
2016,2,21,7,4,3,4,9.10,1445,28.00,0.80,5.54,0.00,34.34,2
2016,2,21,7,4,2,4,18.13,2193,52.00,0.80,5.54,8.80,67.14,1
2016,2,21,7,4,1,2,13.40,2912,45.50,0.80,0.00,9.25,55.55,1
2016,2,21,7,4,2,1,11.40,2378,38.00,0.80,0.00,0.00,38.80,2
2016,2,21,7,4,3,6,19.02,3351,57.00,0.80,2.08,0.00,59.88,2
2016,2,21,7,4,4,2,17.56,3167,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,2,4,17.90,2459,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,4,4,2,19.60,3756,52.00,0.80,0.00,15.80,68.60,1
2016,2,21,7,4,2,1,14.06,2745,45.00,0.80,0.00,9.16,54.96,1
2016,2,21,7,4,2,4,18.48,2543,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,4,2,17.19,3006,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,4,2,19.80,3311,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,4,2,2,0.03,72,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,4,4,2,17.59,2132,52.00,0.80,5.54,8.00,66.34,1
2016,2,21,7,4,2,4,18.90,4244,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,4,3,1,11.14,2129,34.50,0.80,0.00,7.06,42.36,1
2016,2,21,7,4,3,4,12.56,1866,36.50,0.80,5.54,8.57,51.41,1
2016,2,21,7,4,2,4,19.18,3396,52.00,0.80,5.54,8.00,66.34,1
2016,2,21,7,4,2,1,11.40,2086,35.50,0.80,0.00,9.05,45.35,1
2016,2,21,7,4,3,4,7.70,1182,23.50,1.80,5.54,5.00,35.84,1
2016,2,21,7,4,2,4,17.70,2769,52.00,0.80,5.54,10.00,68.34,1
2016,2,21,7,4,4,2,16.20,3610,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,4,4,2,17.52,3237,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,4,3,11.12,1844,32.00,0.80,5.54,7.67,46.01,1
2016,2,21,7,4,4,3,10.35,1269,29.50,0.80,5.54,7.17,43.01,1
2016,2,21,7,4,3,6,7.10,1034,21.50,0.80,0.00,3.35,25.65,1
2016,2,21,7,4,4,2,19.40,3549,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,4,3,4,12.03,1822,36.00,0.80,5.54,10.58,52.92,1
2016,2,21,7,4,4,3,10.20,1872,32.50,0.80,0.00,6.65,39.95,1
2016,2,21,7,4,3,6,9.28,1847,30.00,0.80,0.00,0.00,30.80,2
2016,2,21,7,4,4,3,9.97,1531,30.50,0.80,5.54,7.37,44.21,1
2016,2,21,7,4,2,2,1.30,323,6.50,0.80,0.00,0.00,7.30,2
2016,2,21,7,4,2,1,14.75,1664,40.50,0.80,0.00,8.26,49.56,1
2016,2,21,7,4,3,4,9.40,1669,29.50,0.80,5.54,8.95,44.79,1
2016,2,21,7,4,2,4,19.27,3464,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,3,1,11.39,1989,33.50,0.80,0.00,6.86,41.16,1
2016,2,21,7,4,4,2,16.69,3136,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,3,6,4.18,800,14.00,0.80,0.00,3.70,18.50,1
2016,2,21,7,4,2,4,22.00,3263,52.00,0.80,0.00,10.55,63.35,1
2016,2,21,7,4,4,2,15.16,2309,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,4,3,6,7.00,1763,25.00,0.80,0.00,6.00,31.80,1
2016,2,21,7,4,3,1,16.70,2492,46.50,1.80,0.00,12.05,60.35,1
2016,2,21,7,4,2,4,21.42,3157,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,4,4,3,8.80,1886,29.50,0.80,5.54,0.00,35.84,1
2016,2,21,7,4,2,4,19.35,3152,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,2,4,20.05,2847,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,4,4,2,19.51,3812,52.00,0.80,0.00,10.56,63.36,1
2016,2,21,7,4,3,4,8.97,1410,27.50,0.80,5.54,6.77,40.61,1
2016,2,21,7,4,2,6,14.02,2533,41.50,0.80,0.00,6.00,48.30,1
2016,2,21,7,4,2,4,18.06,3162,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,4,2,2,2.06,898,11.50,0.80,0.00,1.00,13.30,1
2016,2,21,7,4,2,4,17.48,3119,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,4,3,11.41,2437,37.50,0.80,0.00,7.66,45.96,1
2016,2,21,7,4,3,1,8.90,2024,29.50,0.80,0.00,12.00,42.30,1
2016,2,21,7,4,6,3,3.40,852,13.50,0.80,0.00,2.86,17.16,1
2016,2,21,7,4,4,3,9.40,1678,29.00,0.80,0.00,5.95,35.75,1
2016,2,21,7,4,2,4,22.64,81871,52.00,0.80,5.54,0.00,58.34,1
2016,2,21,7,4,3,4,9.30,1686,28.50,0.80,5.54,6.95,41.79,1
2016,2,21,7,4,2,4,18.25,3027,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,3,4,12.30,2412,39.00,0.80,5.54,9.05,54.39,1
2016,2,21,7,4,4,3,8.70,1419,26.50,0.80,5.54,6.55,39.39,1
2016,2,21,7,4,3,4,8.80,1539,27.00,0.80,5.54,6.67,40.01,1
2016,2,21,7,4,4,3,10.69,1508,31.50,0.80,5.54,0.00,37.84,2
2016,2,21,7,4,4,2,17.45,3040,52.00,0.80,5.54,7.76,66.10,1
2016,2,21,7,4,2,4,16.70,2456,52.00,0.80,5.54,6.00,64.34,1
2016,2,21,7,4,3,4,9.52,1681,29.50,0.80,5.54,7.17,43.01,1
2016,2,21,7,4,4,2,18.10,3306,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,4,2,4,18.19,3604,52.00,0.80,0.00,6.86,59.66,1
2016,2,21,7,4,3,1,7.07,1442,22.50,0.80,0.00,0.00,23.30,2
2016,2,21,7,4,3,1,11.10,2486,35.00,0.80,0.00,5.00,40.80,1
2016,2,21,7,4,2,4,17.31,2363,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,2,6,15.85,2681,46.50,0.80,0.00,9.46,56.76,1
2016,2,21,7,4,3,4,10.93,2613,37.50,0.80,0.00,7.66,45.96,1
2016,2,21,7,4,3,4,9.20,1277,27.00,0.80,5.54,6.65,39.99,1
2016,2,21,7,4,2,1,12.22,2174,37.00,0.80,0.00,0.00,37.80,2
2016,2,21,7,4,3,4,8.83,1482,27.00,0.80,5.54,5.58,38.92,1
2016,2,21,7,4,4,2,17.60,2937,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,4,3,4,9.70,1386,28.50,0.80,5.54,0.00,34.84,2
2016,2,21,7,4,3,4,10.29,1340,29.50,0.80,5.54,0.00,35.84,2
2016,2,21,7,4,3,4,10.70,1828,32.50,0.80,5.54,7.77,46.61,1
2016,2,21,7,4,3,1,7.18,1343,23.50,0.80,0.00,4.86,29.16,1
2016,2,21,7,4,2,4,19.51,3259,52.00,0.80,0.00,7.20,60.00,1
2016,2,21,7,4,3,4,10.70,2007,34.50,0.80,0.00,7.06,42.36,1
2016,2,21,7,4,2,4,19.20,2576,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,4,3,4,11.19,1426,32.00,0.80,5.54,0.00,38.34,2
2016,2,21,7,4,4,3,8.00,1369,25.50,0.80,5.54,6.37,38.21,1
2016,2,21,7,4,3,4,12.29,1891,36.00,0.80,0.00,7.36,44.16,1
2016,2,21,7,4,3,6,5.45,845,17.50,0.80,0.00,0.00,18.30,2
2016,2,21,7,4,3,4,9.08,1248,27.00,0.80,5.54,6.67,40.01,1
2016,2,21,7,4,3,4,8.53,1072,25.00,0.80,5.54,3.00,34.34,1
2016,2,21,7,4,4,2,18.80,2635,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,4,3,4,9.17,1433,28.00,0.80,0.00,4.32,33.12,1
2016,2,21,7,4,3,4,8.97,1139,26.50,0.80,5.54,8.21,41.05,1
2016,2,21,7,4,3,4,10.20,1553,30.50,0.80,5.54,6.50,43.34,1
2016,2,21,7,4,2,4,18.76,2840,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,4,3,4,11.10,1597,33.00,0.80,5.54,8.00,47.34,1
2016,2,21,7,4,3,4,7.36,996,22.50,0.80,5.54,5.77,34.61,1
2016,2,21,7,4,3,4,8.92,1577,29.50,0.80,0.00,5.00,35.30,1
2016,2,21,7,4,2,4,16.06,2986,52.00,0.80,0.00,10.56,63.36,1
2016,2,21,7,4,3,4,10.04,1540,30.50,0.80,5.54,7.37,44.21,1
2016,2,21,7,4,2,4,18.90,2527,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,4,2,1,15.95,3284,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,2,6,18.80,2728,53.00,1.30,0.00,10.85,65.15,1
2016,2,21,7,5,2,4,21.46,2551,52.00,0.80,5.54,14.58,72.92,1
2016,2,21,7,5,3,4,11.10,1436,32.50,1.30,5.54,7.85,47.19,1
2016,2,21,7,5,2,6,6.19,887,18.50,1.30,0.00,0.00,19.80,2
2016,2,21,7,5,3,4,6.50,1029,20.50,1.30,5.54,5.45,32.79,1
2016,2,21,7,5,3,4,11.40,1267,32.00,1.30,5.54,0.00,38.84,2
2016,2,21,7,5,3,4,8.70,1232,26.50,1.30,5.54,6.65,39.99,1
2016,2,21,7,5,2,4,23.40,2445,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,5,3,4,8.55,1197,25.50,1.30,5.54,6.47,38.81,1
2016,2,21,7,5,3,4,8.01,908,23.50,1.30,5.54,6.07,36.41,1
2016,2,21,7,5,3,4,9.50,1350,28.50,1.30,5.54,7.05,42.39,1
2016,2,21,7,5,3,1,7.67,1151,23.00,1.30,0.00,4.86,29.16,1
2016,2,21,7,5,3,4,9.77,1379,29.00,1.30,5.54,7.17,43.01,1
2016,2,21,7,5,3,6,6.00,819,18.00,1.30,0.00,2.00,21.30,1
2016,2,21,7,5,2,6,11.24,1511,31.50,1.30,0.00,6.56,39.36,1
2016,2,21,7,5,3,4,9.70,1683,30.50,1.30,5.54,5.00,42.34,1
2016,2,21,7,5,2,4,20.67,3110,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,3,1,14.99,2298,44.00,1.30,0.00,9.06,54.36,1
2016,2,21,7,5,4,2,17.11,3271,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,3,6,1.97,626,8.50,1.30,0.00,0.00,9.80,1
2016,2,21,7,5,3,4,8.33,1197,25.00,1.30,0.00,5.00,31.30,1
2016,2,21,7,5,2,4,16.60,1982,52.00,0.80,5.54,10.00,68.34,1
2016,2,21,7,5,3,4,15.00,1654,42.00,1.30,5.54,9.75,58.59,1
2016,2,21,7,5,3,1,6.83,995,21.00,1.30,0.00,4.00,26.30,1
2016,2,21,7,5,3,4,10.00,1835,32.50,1.30,5.54,7.87,47.21,1
2016,2,21,7,5,2,6,5.58,947,18.50,1.30,0.00,0.00,19.80,2
2016,2,21,7,5,3,4,10.14,1391,29.50,1.30,5.54,6.00,42.34,1
2016,2,21,7,5,3,4,9.22,1256,27.50,1.30,5.54,6.87,41.21,1
2016,2,21,7,5,2,4,17.98,2305,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,5,3,4,8.88,1256,27.00,1.30,5.54,6.77,40.61,1
2016,2,21,7,5,2,1,16.62,2176,46.00,1.30,0.00,9.46,56.76,1
2016,2,21,7,5,2,4,16.70,1841,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,5,2,4,17.40,2024,52.00,0.80,0.00,13.20,66.00,1
2016,2,21,7,5,3,1,22.20,2480,59.50,1.30,0.00,0.00,60.80,2
2016,2,21,7,5,2,4,19.38,2505,52.00,0.80,0.00,15.84,68.64,1
2016,2,21,7,5,2,1,22.23,2762,60.00,1.30,0.00,15.32,76.62,1
2016,2,21,7,5,3,4,15.70,1721,44.00,1.30,5.54,10.00,60.84,1
2016,2,21,7,5,4,2,16.20,2042,52.00,0.80,5.54,17.50,75.84,1
2016,2,21,7,5,3,4,7.70,1085,24.00,1.30,5.54,4.00,34.84,1
2016,2,21,7,5,3,4,8.70,1037,25.00,1.30,5.54,0.00,31.84,1
2016,2,21,7,5,3,4,12.10,1517,34.50,1.30,0.00,8.95,44.75,1
2016,2,21,7,5,2,4,19.18,2078,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,3,4,8.30,1040,25.00,1.30,5.54,6.35,38.19,1
2016,2,21,7,5,3,4,8.70,1381,27.00,1.30,5.54,6.75,40.59,1
2016,2,21,7,5,3,4,11.40,1644,34.00,1.30,5.54,8.15,48.99,1
2016,2,21,7,5,3,4,7.70,1159,24.50,1.30,5.54,0.00,31.34,2
2016,2,21,7,5,3,4,11.70,1782,36.00,1.30,5.54,8.55,51.39,1
2016,2,21,7,5,3,4,14.32,1716,40.50,1.30,5.54,11.84,59.18,1
2016,2,21,7,5,2,1,12.10,1681,35.00,1.30,0.00,0.00,36.30,2
2016,2,21,7,5,3,6,2.01,545,9.00,1.30,0.00,2.06,12.36,1
2016,2,21,7,5,3,4,12.14,1403,34.00,1.30,0.00,7.06,42.36,1
2016,2,21,7,5,3,4,12.77,1593,36.50,1.30,0.00,5.50,43.30,1
2016,2,21,7,5,3,4,9.30,1198,27.00,1.30,5.54,6.75,40.59,1
2016,2,21,7,5,3,4,10.13,1388,30.50,1.30,5.54,7.47,44.81,1
2016,2,21,7,5,3,6,5.90,1117,19.00,1.30,0.00,0.00,20.30,2
2016,2,21,7,5,3,4,10.55,1783,33.00,1.30,5.54,7.97,47.81,1
2016,2,21,7,5,3,4,8.50,1042,25.00,1.30,5.54,1.50,33.34,1
2016,2,21,7,5,2,4,17.90,1610,52.00,0.80,5.54,13.00,71.34,1
2016,2,21,7,5,3,4,10.60,1402,31.50,1.30,0.00,4.00,36.80,1
2016,2,21,7,5,3,1,11.10,1337,32.00,1.30,0.00,7.00,40.30,1
2016,2,21,7,5,2,6,3.27,429,11.00,1.30,0.00,0.00,12.30,2
2016,2,21,7,5,3,6,5.88,921,18.50,1.30,0.00,0.00,19.80,2
2016,2,21,7,5,3,4,9.17,1096,26.50,1.30,5.54,6.67,40.01,1
2016,2,21,7,5,2,4,18.08,2028,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,5,2,4,19.40,1758,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,3,4,8.00,989,23.50,1.30,5.54,6.00,36.34,1
2016,2,21,7,5,3,4,8.13,847,23.50,1.30,5.54,5.00,35.34,1
2016,2,21,7,5,2,0,20.79,1771,55.50,1.30,5.54,0.00,62.34,2
2016,2,21,7,5,2,1,15.96,1659,43.50,1.30,0.00,0.00,44.80,2
2016,2,21,7,5,3,4,10.35,1632,32.50,1.30,5.54,5.00,44.34,1
2016,2,21,7,5,3,1,9.43,1438,29.00,1.30,0.00,6.06,36.36,1
2016,2,21,7,5,2,4,17.69,1628,52.00,0.80,5.54,0.00,58.34,2
2016,2,21,7,5,3,1,12.30,1545,36.00,1.30,0.00,7.45,44.75,1
2016,2,21,7,5,2,1,14.20,1680,40.50,1.30,0.00,0.00,41.80,2
2016,2,21,7,5,2,4,19.80,2265,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,5,2,4,15.92,1267,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,5,2,4,17.50,1693,52.00,0.80,5.54,11.65,69.99,1
2016,2,21,7,5,3,6,4.50,775,15.00,1.30,0.00,3.00,19.30,1
2016,2,21,7,5,3,4,9.55,1593,30.00,1.30,0.00,6.26,37.56,1
2016,2,21,7,5,2,1,18.41,1596,49.00,1.30,0.00,12.58,62.88,1
2016,2,21,7,5,2,4,19.60,2201,52.00,0.80,0.00,10.00,62.80,1
2016,2,21,7,5,3,0,9.80,1353,29.50,1.30,5.54,2.00,38.34,1
2016,2,21,7,5,3,1,12.47,1821,38.00,1.30,0.00,9.82,49.12,1
2016,2,21,7,5,3,4,10.65,1233,31.00,1.30,5.54,7.57,45.41,1
2016,2,21,7,5,2,4,17.33,1470,52.00,0.80,5.54,11.67,70.01,1
2016,2,21,7,5,2,4,17.90,2001,52.00,0.80,0.00,13.20,66.00,1
2016,2,21,7,5,2,4,16.64,1671,52.00,0.80,0.00,6.00,58.80,1
2016,2,21,7,5,3,1,7.10,867,21.00,1.30,0.00,4.46,26.76,1
2016,2,21,7,5,2,2,0.00,7,55.00,0.80,0.00,11.16,66.96,1
2016,2,21,7,5,2,4,17.30,1570,52.00,0.80,0.00,10.56,63.36,1
2016,2,21,7,5,2,4,16.85,1289,52.00,0.80,0.00,10.56,63.36,1
2016,2,21,7,5,2,6,6.50,944,20.50,1.30,0.00,0.00,21.80,2
2016,2,21,7,5,2,4,19.30,2307,52.00,0.80,0.00,8.00,60.80,1
2016,2,21,7,5,2,1,11.67,1563,34.00,1.30,0.00,6.00,41.30,1
2016,2,21,7,5,3,2,10.97,1042,31.00,1.30,0.00,2.00,34.30,1
2016,2,21,7,5,2,4,18.44,2263,52.00,0.80,0.00,0.00,52.80,2
2016,2,21,7,5,2,1,19.21,1556,51.00,1.30,0.00,13.08,65.38,1
2016,2,21,7,5,2,1,10.22,997,29.00,1.30,0.00,2.00,32.30,1
2016,2,21,7,5,3,4,10.72,1340,31.00,1.30,5.54,11.35,49.19,1
2016,2,21,7,5,2,4,17.93,1589,52.00,0.80,5.54,5.00,63.34,1
2016,2,21,7,5,2,1,21.14,1854,57.00,1.30,0.00,11.66,69.96,1
2016,2,21,7,5,2,4,19.30,2421,52.00,0.80,0.00,15.00,67.80,1
2016,2,21,7,5,3,4,11.18,1196,32.00,1.30,5.54,7.77,46.61,1
2016,2,21,7,5,3,4,12.72,1856,36.50,1.30,5.54,8.67,52.01,1
2016,2,21,7,5,3,4,11.85,1266,34.00,1.30,0.00,7.06,42.36,1
2016,2,21,7,5,3,4,10.40,1086,29.50,1.30,5.54,9.05,45.39,1
2016,2,21,7,5,3,6,7.70,797,21.50,1.30,0.00,5.70,28.50,1
2016,2,21,7,5,3,4,8.10,1049,24.50,1.30,5.54,6.25,37.59,1
2016,2,21,7,5,3,4,9.03,950,26.00,1.30,5.54,6.57,39.41,1
2016,2,21,7,5,2,6,6.58,1092,20.50,1.30,0.00,0.00,21.80,2
2016,2,21,7,5,3,1,16.78,1625,46.00,1.30,0.00,9.46,56.76,1
2016,2,21,7,5,3,6,6.33,1209,21.50,1.30,0.00,4.56,27.36,1
2016,2,21,7,5,3,6,7.68,930,22.50,1.30,0.00,4.76,28.56,1
2016,2,21,7,5,3,6,4.50,941,16.00,1.30,0.00,2.00,19.30,1
2016,2,21,7,5,3,4,10.70,1227,31.00,1.30,0.00,5.00,37.30,1
2016,2,22,1,0,3,4,8.30,1263,25.50,1.30,0.00,8.00,34.80,1
2016,2,22,1,0,2,4,19.12,1546,52.00,0.80,0.00,10.56,63.36,1
2016,2,22,1,0,2,1,14.00,2056,42.50,1.30,0.00,8.76,52.56,1
2016,2,22,1,0,3,4,10.01,1291,29.50,1.30,5.54,7.27,43.61,1
2016,2,22,1,0,2,4,19.26,1966,52.00,0.80,5.54,0.00,58.34,2
2016,2,22,1,0,2,1,9.59,868,27.00,1.30,0.00,0.00,28.30,1
2016,2,22,1,0,2,4,18.80,1785,52.00,0.80,0.00,13.20,66.00,1
2016,2,22,1,0,2,6,12.50,1608,35.00,1.30,0.00,0.00,36.30,2
2016,2,22,1,0,4,2,18.47,1601,52.00,0.80,5.54,0.00,58.34,2
2016,2,22,1,1,4,3,12.00,1236,33.50,1.30,5.54,8.05,48.39,1
2016,2,22,1,1,4,3,10.40,1156,30.00,1.30,5.54,7.35,44.19,1
2016,2,22,1,1,4,3,12.26,1830,36.00,1.30,5.54,10.71,53.55,1
2016,2,22,1,1,4,2,17.72,1694,52.00,0.80,0.00,10.56,63.36,1
2016,2,22,1,1,4,3,10.90,1738,34.50,1.30,0.00,10.70,46.50,1
2016,2,22,1,1,4,3,10.30,1052,28.50,1.30,5.54,7.06,42.40,1
2016,2,22,1,1,4,3,7.80,780,22.50,1.30,5.54,5.85,35.19,1
2016,2,22,1,1,2,1,20.99,1852,57.00,1.30,0.00,11.66,69.96,1
2016,2,22,1,1,4,2,17.61,1241,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,8.90,954,25.00,1.30,5.54,6.37,38.21,1
2016,2,22,1,1,4,3,12.50,1242,34.50,1.30,5.54,8.25,49.59,1
2016,2,22,1,1,2,1,12.72,1974,37.50,1.30,0.00,9.70,48.50,1
2016,2,22,1,1,4,3,5.80,877,19.00,1.30,5.54,3.88,29.72,1
2016,2,22,1,1,4,3,9.68,950,27.50,1.30,0.00,5.76,34.56,1
2016,2,22,1,1,4,3,7.80,1010,24.50,1.30,5.54,0.00,31.34,2
2016,2,22,1,1,4,3,12.90,2034,40.50,1.30,5.54,11.80,59.14,1
2016,2,22,1,1,4,3,9.51,1067,27.50,1.30,5.54,6.87,41.21,1
2016,2,22,1,1,4,3,11.20,1350,32.00,1.30,5.54,0.00,38.84,1
2016,2,22,1,1,4,2,17.40,1515,52.00,0.80,0.00,10.56,63.36,1
2016,2,22,1,1,2,4,17.92,2274,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,2,16.40,1588,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,6,3,3.95,472,12.50,1.30,0.00,3.45,17.25,1
2016,2,22,1,1,4,3,9.90,967,27.00,1.30,5.54,6.75,40.59,1
2016,2,22,1,1,4,2,17.40,1965,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,4,2,16.50,1671,52.00,0.80,0.00,0.00,52.80,2
2016,2,22,1,1,2,4,17.40,3836,52.00,0.80,0.00,8.00,60.80,1
2016,2,22,1,1,4,3,9.67,1548,30.00,0.80,5.54,7.27,43.61,1
2016,2,22,1,1,2,6,13.50,2358,40.50,0.80,0.00,8.26,49.56,1
2016,2,22,1,1,4,2,16.90,1588,52.00,0.80,0.00,10.55,63.35,1
2016,2,22,1,1,4,2,17.36,2072,52.00,0.80,5.54,10.00,68.34,1
2016,2,22,1,1,2,4,18.45,3269,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,8.00,843,23.00,0.80,5.54,4.40,33.74,1
2016,2,22,1,1,2,6,14.50,2727,44.50,0.80,0.00,5.00,50.30,1
2016,2,22,1,1,2,4,20.52,3580,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,9.24,822,26.00,0.80,0.00,2.68,29.48,1
2016,2,22,1,1,4,3,11.70,1746,35.00,0.80,5.54,6.00,47.34,1
2016,2,22,1,1,4,3,7.85,790,22.00,0.80,5.54,5.67,34.01,1
2016,2,22,1,1,4,3,9.53,1188,28.00,0.80,5.54,0.00,34.34,2
2016,2,22,1,1,2,1,16.50,1808,45.50,0.80,0.00,0.01,46.31,1
2016,2,22,1,1,2,4,20.14,3952,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,11.40,1379,33.50,0.80,0.00,8.55,42.85,1
2016,2,22,1,1,4,3,10.45,1124,29.50,0.80,0.00,6.06,36.36,1
2016,2,22,1,1,4,3,10.30,1034,29.00,0.80,5.54,7.05,42.39,1
2016,2,22,1,1,2,4,17.38,2464,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,2,17.70,1917,52.00,0.80,5.54,8.00,66.34,1
2016,2,22,1,1,2,4,18.12,3856,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,7.72,891,22.50,0.80,5.54,7.21,36.05,1
2016,2,22,1,1,4,2,19.30,1754,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,2,4,17.39,3350,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,2,4,17.76,3633,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,4,3,9.90,1328,29.50,0.80,5.54,6.00,41.84,1
2016,2,22,1,1,4,3,8.66,1216,25.50,0.80,5.54,6.37,38.21,1
2016,2,22,1,1,4,3,9.70,1221,28.50,0.80,5.54,6.95,41.79,1
2016,2,22,1,1,4,3,8.02,1702,27.00,0.80,5.54,6.00,39.34,1
2016,2,22,1,1,4,2,17.60,1999,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,4,2,16.30,1604,52.00,0.80,5.54,6.00,64.34,1
2016,2,22,1,1,2,4,21.74,4823,52.00,0.80,5.54,5.00,63.34,1
2016,2,22,1,1,4,3,11.20,1725,33.00,0.80,5.54,2.00,41.34,1
2016,2,22,1,1,2,4,19.59,4113,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,3,1,14.90,2772,46.00,0.80,0.00,9.00,55.80,1
2016,2,22,1,1,4,3,8.20,1546,26.00,0.80,5.54,8.09,40.43,1
2016,2,22,1,1,2,6,8.47,2003,30.00,0.80,0.00,0.00,30.80,2
2016,2,22,1,1,3,4,13.41,2373,41.00,0.80,5.54,7.00,54.34,1
2016,2,22,1,1,3,4,11.00,3010,38.50,0.80,5.54,8.97,53.81,1
2016,2,22,1,1,2,4,17.40,4791,52.00,0.80,0.00,5.00,57.80,1
2016,2,22,1,1,2,4,17.53,4104,52.00,0.80,5.54,6.00,64.34,1
2016,2,22,1,1,2,4,16.50,3488,52.00,0.80,5.54,10.00,68.34,1
2016,2,22,1,1,3,4,12.40,2096,38.00,0.80,5.54,8.85,53.19,1
2016,2,22,1,1,2,4,18.40,3595,52.00,0.80,5.54,8.66,67.00,1
2016,2,22,1,1,2,4,18.00,4936,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,2,6,10.20,2530,35.50,0.80,0.00,0.00,36.30,2
2016,2,22,1,1,2,1,16.22,3901,53.00,0.80,0.00,10.76,64.56,1
2016,2,22,1,1,4,3,10.90,1326,31.00,0.80,5.54,0.00,37.34,2
2016,2,22,1,1,3,4,11.20,2327,34.50,0.80,5.54,0.00,40.84,2
2016,2,22,1,1,2,4,20.65,4168,52.00,0.80,5.54,11.67,70.01,1
2016,2,22,1,1,2,4,21.30,4598,52.00,0.80,5.54,11.65,69.99,1
2016,2,22,1,1,3,4,11.39,2777,38.00,0.80,5.54,11.08,55.42,1
2016,2,22,1,1,2,4,16.57,3387,52.00,0.80,5.54,0.00,58.34,2
2016,2,22,1,1,2,6,11.89,2853,40.00,0.80,0.00,0.00,40.80,2
2016,2,22,1,1,6,3,5.80,1450,20.00,0.80,0.00,0.00,20.80,2
2016,2,22,1,1,3,4,12.00,2179,36.50,0.80,5.54,6.00,48.84,1
2016,2,22,1,1,2,4,17.48,4489,52.00,0.80,5.54,8.00,66.34,1
