1/1/2016,,281
1/2/2016,,275
1/3/2016,,277
1/4/2016,,345
1/5/2016,,333
1/6/2016,,259
1/7/2016,,293
1/8/2016,,79
1/9/2016,Rain,76
1/10/2016,Rain,109
1/11/2016,,289
1/12/2016,,235
1/13/2016,,284
1/14/2016,,266
1/15/2016,,101
1/16/2016,Rain,340
1/17/2016,Fog-Snow,345
1/18/2016,Snow,293
1/19/2016,,293
1/20/2016,,302
1/21/2016,,312
1/22/2016,Snow,34
1/23/2016,Fog-Snow,42
1/24/2016,Snow,327
1/25/2016,,286
1/26/2016,,244
1/27/2016,Rain,311
1/28/2016,,234
1/29/2016,,298
1/30/2016,,257
1/31/2016,,241
